code_dep_com;COM;Code postal;PTOT;CODDEP
01001;L'Abergement-Clémenciat;00000;798;01
01002;L'Abergement-de-Varey;00000;257;01
01004;Ambérieu-en-Bugey;01500;14514;01
01005;Ambérieux-en-Dombes;00000;1776;01
01006;Ambléon;00000;118;01
01007;Ambronay;00000;2915;01
01008;Ambutrix;00000;777;01
01009;Andert-et-Condon;00000;335;01
01010;Anglefort;00000;1122;01
01011;Apremont;00000;379;01
01012;Aranc;00000;333;01
01013;Arandas;00000;147;01
01014;Arbent;01100;3442;01
01015;Arboys en Bugey;00000;667;01
01016;Arbigny;00000;469;01
01017;Argis;00000;473;01
01019;Armix;00000;31;01
01021;Ars-sur-Formans;00000;1485;01
01022;Artemare;00000;1267;01
01023;Asnières-sur-Saône;00000;76;01
01024;Attignat;00000;3316;01
01025;Bâgé-Dommartin;00000;4171;01
01026;Bâgé-le-Châtel;00000;1041;01
01027;Balan;00000;2615;01
01028;Baneins;00000;634;01
01029;Beaupont;00000;693;01
01030;Beauregard;01480;844;01
01031;Bellignat;01100;3886;01
01032;Béligneux;00000;3405;01
01033;Valserhône;01200;16728;01
01034;Belley;01300;9582;01
01035;Belleydoux;00000;318;01
01036;Valromey-sur-Séran;00000;1345;01
01037;Bénonces;00000;312;01
01038;Bény;00000;775;01
01039;Béon;00000;451;01
01040;Béréziat;00000;496;01
01041;Bettant;00000;769;01
01042;Bey;00000;305;01
01043;Beynost;00000;4867;01
01044;Billiat;00000;648;01
01045;Birieux;00000;287;01
01046;Biziat;00000;903;01
01047;Blyes;00000;1214;01
01049;La Boisse;00000;3356;01
01050;Boissey;00000;369;01
01051;Bolozon;00000;92;01
01052;Bouligneux;00000;334;01
01053;Bourg-en-Bresse;00000;42853;01
01054;Bourg-Saint-Christophe;00000;1489;01
01056;Boyeux-Saint-Jérôme;00000;354;01
01057;Boz;00000;535;01
01058;Brégnier-Cordon;00000;849;01
01060;Brénod;01110;514;01
01061;Brens;00000;1179;01
01062;Bressolles;00000;956;01
01063;Brion;00000;540;01
01064;Briord;00000;1090;01
01065;Buellas;00000;1876;01
01066;La Burbanche;00000;90;01
01067;Ceignes;00000;268;01
01068;Cerdon;00000;790;01
01069;Certines;00000;1542;01
01071;Cessy;01170;4925;01
01072;Ceyzériat;00000;3256;01
01073;Ceyzérieu;00000;1025;01
01074;Chalamont;00000;2624;01
01075;Chaleins;00000;1413;01
01076;Chaley;00000;128;01
01077;Challes-la-Montagne;00000;199;01
01078;Challex;00000;1590;01
01079;Champagne-en-Valromey;01260;842;01
01080;Champdor-Corcelles;00000;657;01
01081;Champfromier;00000;756;01
01082;Chanay;00000;642;01
01083;Chaneins;00000;944;01
01084;Chanoz-Châtenay;00000;913;01
01085;La Chapelle-du-Châtelard;00000;405;01
01087;Charix;00000;292;01
01088;Charnoz-sur-Ain;00000;930;01
01089;Château-Gaillard;00000;2303;01
01090;Châtenay;00000;362;01
01092;Châtillon-la-Palud;00000;1662;01
01093;Châtillon-sur-Chalaronne;00000;5134;01
01094;Chavannes-sur-Reyssouze;00000;773;01
01095;Nivigne et Suran;00000;865;01
01096;Chaveyriat;00000;1064;01
01098;Chazey-Bons;00000;1195;01
01099;Chazey-sur-Ain;00000;1623;01
01100;Cheignieu-la-Balme;00000;135;01
01101;Chevillard;00000;159;01
01102;Chevroux;00000;976;01
01103;Chevry;01170;2196;01
01104;Chézery-Forens;00000;471;01
01105;Civrieux;00000;1882;01
01106;Cize;00000;186;01
01107;Cleyzieu;00000;137;01
01108;Coligny;00000;1200;01
01109;Collonges;01550;2272;01
01110;Colomieu;00000;158;01
01111;Conand;00000;133;01
01112;Condamine;00000;462;01
01113;Condeissiat;00000;829;01
01114;Confort;00000;679;01
01115;Confrançon;00000;1363;01
01116;Contrevoz;00000;510;01
01117;Conzieu;00000;153;01
01118;Corbonod;00000;1310;01
01121;Corlier;00000;117;01
01123;Cormoranche-sur-Saône;00000;1197;01
01124;Cormoz;00000;697;01
01125;Corveissiat;00000;625;01
01127;Courmangoux;00000;516;01
01128;Courtes;00000;306;01
01129;Crans;00000;297;01
01130;Bresse Vallons;00000;2407;01
01133;Cressin-Rochefort;00000;400;01
01134;Crottet;00000;1803;01
01135;Crozet;01170;2235;01
01136;Cruzilles-lès-Mépillat;00000;913;01
01138;Culoz;01350;3068;01
01139;Curciat-Dongalon;00000;449;01
01140;Curtafond;00000;786;01
01141;Cuzieu;00000;468;01
01142;Dagneux;01120;4834;01
01143;Divonne-les-Bains;01220;10190;01
01145;Dompierre-sur-Veyle;00000;1201;01
01146;Dompierre-sur-Chalaronne;00000;439;01
01147;Domsure;00000;495;01
01148;Dortan;01590;1925;01
01149;Douvres;00000;1104;01
01150;Drom;00000;219;01
01151;Druillat;00000;1173;01
01152;Echallon;00000;768;01
01153;Echenevex;01170;2189;01
01155;Evosges;00000;147;01
01156;Faramans;00000;827;01
01157;Fareins;00000;2292;01
01158;Farges;01550;1065;01
01159;Feillens;00000;3436;01
01160;Ferney-Voltaire;01210;10189;01
01162;Flaxieu;00000;68;01
01163;Foissiat;00000;2073;01
01165;Francheleins;00000;1627;01
01166;Frans;00000;2484;01
01167;Garnerans;00000;658;01
01169;Genouilleux;00000;663;01
01170;Béard-Géovreissiat;00000;1081;01
01171;Géovreisset;00000;886;01
01173;Gex;01170;13391;01
01174;Giron;00000;180;01
01175;Gorrevod;00000;807;01
01177;Grand-Corent;00000;189;01
01179;Grièges;00000;1933;01
01180;Grilly;00000;860;01
01181;Groissiat;00000;1291;01
01183;Guéreins;00000;1508;01
01184;Hautecourt-Romanèche;00000;789;01
01185;Plateau d'Hauteville;01110;5020;01
01187;Haut Valromey;01260;639;01
01188;Illiat;00000;683;01
01189;Injoux-Génissiat;00000;1141;01
01190;Innimond;00000;90;01
01191;Izenave;00000;158;01
01192;Izernore;01580;2338;01
01193;Izieu;00000;229;01
01194;Jassans-Riottier;01480;6439;01
01195;Jasseron;00000;1837;01
01196;Jayat;00000;1239;01
01197;Journans;00000;364;01
01198;Joyeux;00000;271;01
01199;Jujurieux;01640;2183;01
01200;Labalme;00000;219;01
01202;Lagnieu;01150;7308;01
01203;Laiz;00000;1355;01
01204;Le Poizat-Lalleyriat;01130;750;01
01206;Lantenay;00000;283;01
01207;Lapeyrouse;00000;329;01
01208;Lavours;00000;135;01
01209;Léaz;00000;794;01
01210;Lélex;01410;232;01
01211;Lent;00000;1430;01
01212;Lescheroux;00000;727;01
01213;Leyment;00000;1370;01
01214;Leyssard;00000;164;01
01215;Surjoux-Lhopital;00000;143;01
01216;Lhuis;00000;915;01
01219;Lompnas;00000;167;01
01224;Loyettes;01360;3256;01
01225;Lurcy;00000;380;01
01227;Magnieu;00000;657;01
01228;Maillat;00000;674;01
01229;Malafretaz;00000;1259;01
01230;Mantenay-Montlin;00000;319;01
01231;Manziat;00000;1996;01
01232;Marboz;00000;2323;01
01233;Marchamp;00000;133;01
01234;Marignieu;00000;172;01
01235;Marlieux;00000;1246;01
01236;Marsonnas;00000;1040;01
01237;Martignat;00000;1732;01
01238;Massieux;00000;2726;01
01239;Massignieu-de-Rives;00000;634;01
01240;Matafelon-Granges;01580;643;01
01241;Meillonnas;00000;1390;01
01242;Mérignat;00000;137;01
01243;Messimy-sur-Saône;00000;1288;01
01244;Meximieux;01800;8062;01
01245;Bohas-Meyriat-Rignat;00000;964;01
01246;Mézériat;00000;2253;01
01247;Mijoux;01410;326;01
01248;Mionnay;01390;2251;01
01249;Miribel;00000;10273;01
01250;Misérieux;00000;2226;01
01252;Mogneneins;00000;808;01
01254;Montagnat;00000;2167;01
01255;Montagnieu;00000;659;01
01257;Montanges;00000;361;01
01258;Montceaux;01090;1222;01
01259;Montcet;00000;718;01
01260;Le Montellier;00000;307;01
01261;Monthieux;00000;691;01
01262;Montluel;01120;6969;01
01263;Montmerle-sur-Saône;00000;3859;01
01264;Montracol;00000;1036;01
01265;Montréal-la-Cluse;00000;3527;01
01266;Montrevel-en-Bresse;00000;2618;01
01267;Nurieux-Volognat;00000;1048;01
01268;Murs-et-Gélignieux;00000;249;01
01269;Nantua;01130;3589;01
01272;Neuville-les-Dames;00000;1520;01
01273;Neuville-sur-Ain;00000;1827;01
01274;Les Neyrolles;00000;660;01
01275;Neyron;00000;2619;01
01276;Niévroz;00000;1651;01
01277;Nivollet-Montgriffon;00000;119;01
01279;Oncieu;00000;86;01
01280;Ordonnaz;00000;139;01
01281;Ornex;01210;4653;01
01282;Outriaz;00000;264;01
01283;Oyonnax;01100;22935;01
01284;Ozan;00000;707;01
01285;Parcieux;00000;1259;01
01286;Parves et Nattages;00000;989;01
01288;Péron;01630;2772;01
01289;Péronnas;00000;6811;01
01290;Pérouges;00000;1305;01
01291;Perrex;00000;849;01
01293;Peyriat;00000;152;01
01294;Peyrieu;00000;902;01
01295;Peyzieux-sur-Saône;00000;699;01
01296;Pirajoux;00000;428;01
01297;Pizay;00000;882;01
01298;Plagne;00000;152;01
01299;Le Plantay;00000;592;01
01301;Polliat;00000;2608;01
01302;Pollieu;00000;168;01
01303;Poncin;00000;1735;01
01304;Pont-d'Ain;00000;2977;01
01305;Pont-de-Vaux;00000;2256;01
01306;Pont-de-Veyle;00000;1705;01
01307;Port;00000;857;01
01308;Pougny;00000;821;01
01309;Pouillat;00000;85;01
01310;Prémeyzel;00000;255;01
01311;Prémillieu;00000;44;01
01313;Prévessin-MoÃ«ns;01280;8950;01
01314;Priay;00000;1762;01
01317;Ramasse;00000;336;01
01318;Rancé;00000;743;01
01319;Relevant;00000;475;01
01320;Replonges;00000;3882;01
01321;Revonnas;00000;917;01
01322;Reyrieux;00000;5124;01
01323;Reyssouze;00000;1003;01
01325;Rignieux-le-Franc;00000;1050;01
01328;Romans;00000;601;01
01329;Rossillon;00000;159;01
01330;Ruffieu;00000;188;01
01331;Saint-Alban;00000;187;01
01332;Saint-André-de-Bâgé;00000;802;01
01333;Saint-André-de-Corcy;00000;3428;01
01334;Saint-André-d'Huiriat;00000;667;01
01335;Saint-André-le-Bouchoux;00000;408;01
01336;Saint-André-sur-Vieux-Jonc;00000;1196;01
01337;Saint-Bénigne;00000;1338;01
01338;Groslée-Saint-Benoit;00000;1264;01
01339;Saint-Bernard;00000;1506;01
01342;Sainte-Croix;00000;565;01
01343;Saint-Cyr-sur-Menthon;00000;1834;01
01344;Saint-Denis-lès-Bourg;00000;6109;01
01345;Saint-Denis-en-Bugey;01500;2300;01
01346;Saint-Didier-d'Aussiat;00000;877;01
01347;Saint-Didier-de-Formans;00000;2098;01
01348;Saint-Didier-sur-Chalaronne;00000;3003;01
01349;Saint-Eloi;00000;508;01
01350;Saint-Etienne-du-Bois;01370;2582;01
01351;Saint-Etienne-sur-Chalaronne;00000;1597;01
01352;Saint-Etienne-sur-Reyssouze;00000;589;01
01353;Sainte-Euphémie;00000;1728;01
01354;Saint-Genis-Pouilly;01630;14143;01
01355;Saint-Genis-sur-Menthon;00000;493;01
01356;Saint-Georges-sur-Renon;00000;213;01
01357;Saint-Germain-de-Joux;01130;509;01
01358;Saint-Germain-les-Paroisses;00000;432;01
01359;Saint-Germain-sur-Renon;00000;249;01
01360;Saint-Jean-de-Gonville;00000;1943;01
01361;Saint-Jean-de-Niost;00000;1625;01
01362;Saint-Jean-de-Thurigneux;00000;801;01
01363;Saint-Jean-le-Vieux;01640;1842;01
01364;Saint-Jean-sur-Reyssouze;00000;763;01
01365;Saint-Jean-sur-Veyle;00000;1182;01
01366;Sainte-Julie;00000;1100;01
01367;Saint-Julien-sur-Reyssouze;00000;750;01
01368;Saint-Julien-sur-Veyle;00000;853;01
01369;Saint-Just;00000;967;01
01370;Saint-Laurent-sur-Saône;00000;1716;01
01371;Saint-Marcel;00000;1271;01
01372;Saint-Martin-de-Bavel;00000;449;01
01373;Saint-Martin-du-Frêne;00000;1053;01
01374;Saint-Martin-du-Mont;00000;1916;01
01375;Saint-Martin-le-Châtel;00000;802;01
01376;Saint-Maurice-de-Beynost;00000;4001;01
01378;Saint-Maurice-de-Gourdans;00000;2699;01
01379;Saint-Maurice-de-Rémens;00000;771;01
01380;Saint-Nizier-le-Bouchoux;00000;645;01
01381;Saint-Nizier-le-Désert;00000;939;01
01382;Sainte-Olive;00000;281;01
01383;Saint-Paul-de-Varax;00000;1583;01
01384;Saint-Rambert-en-Bugey;00000;2221;01
01385;Saint-Rémy;00000;1008;01
01386;Saint-Sorlin-en-Bugey;00000;1193;01
01387;Saint-Sulpice;00000;259;01
01388;Saint-Trivier-de-Courtes;00000;1111;01
01389;Saint-Trivier-sur-Moignans;00000;1877;01
01390;Saint-Vulbas;01150;1267;01
01391;Salavre;00000;279;01
01392;Samognat;00000;683;01
01393;Sandrans;00000;549;01
01396;Sault-Brénaz;01150;990;01
01397;Sauverny;00000;997;01
01398;Savigneux;00000;1438;01
01399;Ségny;01170;2158;01
01400;Seillonnaz;00000;142;01
01401;Sergy;01630;2238;01
01402;Sermoyer;00000;672;01
01403;Serrières-de-Briord;00000;1336;01
01404;Serrières-sur-Ain;00000;137;01
01405;Servas;00000;1309;01
01406;Servignat;00000;175;01
01407;Seyssel;00000;1020;01
01408;Simandre-sur-Suran;00000;673;01
01410;Sonthonnax-la-Montagne;00000;307;01
01411;Souclin;00000;279;01
01412;Sulignat;00000;607;01
01415;Talissieu;00000;505;01
01416;Tenay;00000;1025;01
01418;Thil;00000;1114;01
01419;Thoiry;01710;6197;01
01420;Thoissey;00000;1698;01
01421;Torcieu;00000;745;01
01422;Tossiat;00000;1391;01
01423;Toussieux;00000;1145;01
01424;Tramoyes;00000;1819;01
01425;La Tranclière;00000;295;01
01426;Val-Revermont;00000;2597;01
01427;Trévoux;00000;7084;01
01428;Valeins;00000;127;01
01429;Vandeins;00000;720;01
01430;Varambon;00000;631;01
01431;Vaux-en-Bugey;00000;1257;01
01432;Verjon;00000;325;01
01433;Vernoux;00000;317;01
01434;Versailleux;00000;482;01
01435;Versonnex;01210;2226;01
01436;Vesancy;01170;492;01
01437;Vescours;00000;228;01
01439;Vésines;00000;103;01
01441;Vieu-d'Izenave;00000;752;01
01443;Villars-les-Dombes;01330;5073;01
01444;Villebois;00000;1213;01
01445;Villemotier;00000;636;01
01446;Villeneuve;00000;1585;01
01447;Villereversure;00000;1374;01
01448;Villes;00000;397;01
01449;Villette-sur-Ain;00000;773;01
01450;Villieu-Loyes-Mollon;01800;3784;01
01451;Viriat;00000;6745;01
01452;Virieu-le-Grand;00000;1156;01
01453;Arvière-en-Valromey;00000;733;01
01454;Virignin;00000;1133;01
01456;Vongnes;00000;73;01
01457;Vonnas;00000;3240;01
02001;Abbécourt;00000;513;02
02002;Achery;00000;618;02
02003;Acy;00000;1045;02
02004;Agnicourt-et-Séchelles;00000;187;02
02005;Aguilcourt;00000;388;02
02006;Aisonville-et-Bernoville;00000;271;02
02007;Aizelles;00000;123;02
02008;Aizy-Jouy;00000;298;02
02009;Alaincourt;00000;540;02
02010;Allemant;00000;177;02
02011;Ambleny;00000;1192;02
02012;Ambrief;00000;71;02
02013;Amifontaine;00000;395;02
02014;Amigny-Rouy;00000;752;02
02015;Ancienville;00000;73;02
02016;Andelain;00000;225;02
02017;Anguilcourt-le-Sart;00000;327;02
02018;Anizy-le-Grand;00000;2627;02
02019;Annois;00000;367;02
02020;Any-Martin-Rieux;00000;463;02
02021;Archon;00000;87;02
02022;Arcy-Sainte-Restitue;00000;409;02
02023;Armentières-sur-Ourcq;00000;105;02
02024;Arrancy;00000;51;02
02025;Artemps;00000;369;02
02027;Assis-sur-Serre;00000;221;02
02028;Athies-sous-Laon;00000;2666;02
02029;Attilly;00000;366;02
02030;Aubencheul-aux-Bois;00000;261;02
02031;Aubenton;00000;667;02
02032;Aubigny-aux-Kaisnes;00000;257;02
02033;Aubigny-en-Laonnois;00000;106;02
02034;Audignicourt;00000;125;02
02035;Audigny;00000;289;02
02036;Augy;00000;73;02
02037;Aulnois-sous-Laon;00000;1416;02
02038;Les Autels;00000;59;02
02039;Autremencourt;00000;176;02
02040;Autreppes;00000;183;02
02041;Autreville;00000;822;02
02042;Azy-sur-Marne;00000;386;02
02043;Bagneux;00000;66;02
02044;Bancigny;00000;25;02
02046;Barenton-Bugny;00000;566;02
02047;Barenton-Cel;00000;113;02
02048;Barenton-sur-Serre;00000;137;02
02049;Barisis-aux-Bois;00000;752;02
02050;Barzy-en-Thiérache;00000;325;02
02051;Barzy-sur-Marne;00000;397;02
02052;Bassoles-Aulers;00000;141;02
02053;Vallées en Champagne;00000;577;02
02054;Bazoches-sur-Vesles;00000;465;02
02055;Beaumé;00000;90;02
02056;Beaumont-en-Beine;00000;180;02
02057;Beaurevoir;00000;1424;02
02058;Beaurieux;00000;866;02
02059;Beautor;00000;2742;02
02060;Beauvois-en-Vermandois;00000;264;02
02061;Becquigny;00000;253;02
02062;Belleau;00000;141;02
02063;Bellenglise;00000;386;02
02064;Belleu;02200;3885;02
02065;Bellicourt;00000;613;02
02066;Benay;00000;198;02
02067;Bergues-sur-Sambre;00000;215;02
02068;Berlancourt;00000;92;02
02069;Berlise;00000;107;02
02070;Bernot;00000;457;02
02071;Berny-Rivière;00000;673;02
02072;Berrieux;00000;188;02
02073;Berry-au-Bac;00000;674;02
02074;Bertaucourt-Epourdon;00000;603;02
02075;Berthenicourt;00000;197;02
02076;Bertricourt;00000;155;02
02077;Berzy-le-Sec;00000;388;02
02078;Besmé;00000;166;02
02079;Besmont;00000;149;02
02080;Besny-et-Loizy;00000;342;02
02081;Béthancourt-en-Vaux;00000;442;02
02082;Beugneux;00000;110;02
02083;Beuvardes;00000;765;02
02084;Bézu-le-Guéry;00000;262;02
02085;Bézu-Saint-Germain;00000;1040;02
02086;Bichancourt;00000;1017;02
02087;Bieuxy;00000;35;02
02088;Bièvres;00000;95;02
02089;Billy-sur-Aisne;00000;1169;02
02090;Billy-sur-Ourcq;00000;217;02
02091;Blanzy-lès-Fismes;00000;96;02
02093;Blérancourt;00000;1357;02
02094;Blesmes;00000;473;02
02095;Bohain-en-Vermandois;00000;5764;02
02096;Bois-lès-Pargny;00000;200;02
02097;Boncourt;00000;258;02
02098;Bonneil;00000;393;02
02099;Bonnesvalyn;00000;226;02
02100;Bony;00000;138;02
02101;Bosmont-sur-Serre;00000;197;02
02102;Bouconville-Vauclair;00000;197;02
02103;Boué;00000;1355;02
02104;Bouffignereux;00000;103;02
02105;Bouresches;00000;198;02
02106;Bourg-et-Comin;00000;822;02
02107;Bourguignon-sous-Coucy;00000;111;02
02108;Bourguignon-sous-Montbavin;00000;163;02
02109;La Bouteille;00000;485;02
02110;Braine;00000;2260;02
02111;Brancourt-en-Laonnois;00000;732;02
02112;Brancourt-le-Grand;00000;566;02
02114;Brasles;00000;1600;02
02115;Braye-en-Laonnois;00000;196;02
02116;Braye-en-Thiérache;00000;148;02
02117;Bray-Saint-Christophe;00000;68;02
02118;Braye;00000;131;02
02119;Brécy;00000;333;02
02120;Brenelle;00000;202;02
02121;Breny;00000;244;02
02122;Brie;00000;55;02
02123;Brissay-Choigny;00000;306;02
02124;Brissy-Hamégicourt;00000;661;02
02125;Brumetz;00000;204;02
02126;Brunehamel;00000;460;02
02127;Bruyères-sur-Fère;00000;197;02
02128;Bruyères-et-Montbérault;00000;1522;02
02129;Bruys;00000;18;02
02130;Bucilly;00000;201;02
02131;Bucy-le-Long;00000;1903;02
02132;Bucy-lès-Cerny;00000;197;02
02133;Bucy-lès-Pierrepont;00000;413;02
02134;Buire;00000;880;02
02135;Buironfosse;00000;1174;02
02136;Burelles;00000;131;02
02137;Bussiares;00000;160;02
02138;Buzancy;00000;203;02
02139;CaillouÃ«l-Crépigny;00000;447;02
02140;Camelin;00000;463;02
02141;La Capelle;00000;1857;02
02142;Castres;00000;258;02
02143;Le Catelet;00000;191;02
02144;Caulaincourt;00000;147;02
02145;Caumont;00000;555;02
02146;Celles-lès-Condé;00000;95;02
02148;Celles-sur-Aisne;00000;257;02
02149;Cerizy;00000;64;02
02150;Cerny-en-Laonnois;00000;63;02
02151;Cerny-lès-Bucy;00000;119;02
02152;Cerseuil;00000;89;02
02153;Cessières-Suzy;00000;784;02
02154;Chacrise;00000;372;02
02155;Chaillevois;00000;171;02
02156;Chalandry;00000;258;02
02157;Chambry;00000;859;02
02158;Chamouille;00000;275;02
02159;Champs;00000;297;02
02160;Chaourse;00000;556;02
02162;La Chapelle-sur-Chézy;00000;299;02
02163;Charly-sur-Marne;00000;2627;02
02164;Le Charmel;00000;332;02
02165;Charmes;00000;1680;02
02166;Chartèves;00000;365;02
02167;Chassemy;00000;904;02
02168;Château-Thierry;02400;15616;02
02169;Châtillon-lès-Sons;00000;84;02
02170;Châtillon-sur-Oise;00000;125;02
02171;Chaudardes;00000;89;02
02172;Chaudun;00000;261;02
02173;Chauny;02300;12072;02
02174;Chavignon;00000;845;02
02175;Chavigny;00000;165;02
02176;Chavonne;00000;209;02
02177;Chérêt;00000;141;02
02178;Chermizy-Ailles;00000;108;02
02179;Chéry-Chartreuve;00000;393;02
02180;Chéry-lès-Pouilly;00000;735;02
02181;Chéry-lès-Rozoy;00000;80;02
02182;Chevennes;00000;120;02
02183;Chevregny;00000;186;02
02184;Chevresis-Monceau;00000;356;02
02185;Chézy-en-Orxois;00000;405;02
02186;Chézy-sur-Marne;00000;1396;02
02187;Chierry;00000;1149;02
02188;Chigny;00000;151;02
02189;Chivres-en-Laonnois;00000;358;02
02190;Chivres-Val;00000;530;02
02191;Chivy-lès-Etouvelles;00000;528;02
02192;Chouy;00000;378;02
02193;Cierges;00000;66;02
02194;Cilly;00000;194;02
02195;Ciry-Salsogne;00000;935;02
02196;Clacy-et-Thierret;00000;318;02
02197;Clairfontaine;00000;637;02
02198;Clamecy;00000;230;02
02199;Clastres;00000;609;02
02200;Clermont-les-Fermes;00000;107;02
02201;CÅ“uvres-et-Valsery;02600;447;02
02203;Coincy;00000;1302;02
02204;Coingt;00000;67;02
02205;Colligis-Crandelain;00000;232;02
02206;Colonfay;00000;79;02
02207;Commenchon;00000;219;02
02208;Concevreux;00000;273;02
02209;Condé-en-Brie;00000;719;02
02210;Condé-sur-Aisne;00000;370;02
02211;Condé-sur-Suippe;00000;297;02
02212;Condren;00000;719;02
02213;Connigis;00000;345;02
02214;Contescourt;00000;62;02
02215;Corbeny;00000;847;02
02216;Corcy;00000;298;02
02217;Coucy-le-Château-Auffrique;00000;1001;02
02218;Coucy-lès-Eppes;00000;640;02
02219;Coucy-la-Ville;00000;272;02
02220;Coulonges-Cohan;00000;451;02
02221;Coupru;00000;156;02
02222;Courbes;00000;32;02
02223;Courboin;00000;313;02
02224;Courcelles-sur-Vesle;00000;350;02
02225;Courchamps;00000;86;02
02226;Courmelles;02200;1893;02
02227;Courmont;00000;121;02
02228;Courtemont-Varennes;00000;345;02
02229;Courtrizy-et-Fussigny;00000;71;02
02230;Couvrelles;00000;192;02
02231;Couvron-et-Aumencourt;00000;950;02
02232;Coyolles;00000;372;02
02233;Cramaille;00000;153;02
02234;Craonne;00000;84;02
02235;Craonnelle;00000;118;02
02236;Crécy-au-Mont;00000;333;02
02237;Crécy-sur-Serre;00000;1518;02
02238;Crépy;00000;1847;02
02239;Crézancy;00000;1329;02
02240;Croix-Fonsomme;00000;221;02
02241;La Croix-sur-Ourcq;00000;99;02
02242;Crouttes-sur-Marne;00000;652;02
02243;Crouy;00000;2970;02
02244;Crupilly;00000;66;02
02245;Cuffies;00000;1840;02
02246;Cugny;00000;615;02
02248;Cuirieux;00000;159;02
02249;Cuiry-Housse;00000;100;02
02250;Cuiry-lès-Chaudardes;00000;77;02
02251;Cuiry-lès-Iviers;00000;28;02
02252;Cuissy-et-Geny;00000;73;02
02253;Cuisy-en-Almont;00000;361;02
02254;Cutry;00000;134;02
02255;Cys-la-Commune;00000;155;02
02256;Dagny-Lambercy;00000;132;02
02257;Dallon;00000;450;02
02258;Dammard;00000;383;02
02259;Dampleux;00000;407;02
02260;Danizy;00000;661;02
02261;Dercy;00000;400;02
02262;Deuillet;00000;214;02
02263;Dhuizel;00000;112;02
02264;Dizy-le-Gros;00000;746;02
02265;Dohis;00000;101;02
02266;Dolignon;00000;48;02
02267;Dommiers;00000;302;02
02268;Domptin;00000;660;02
02269;Dorengt;00000;161;02
02270;Douchy;00000;167;02
02271;Dravegny;00000;132;02
02272;Droizy;00000;80;02
02273;Dury;00000;207;02
02274;Ebouleau;00000;201;02
02275;Effry;00000;325;02
02276;Englancourt;00000;122;02
02277;Epagny;00000;349;02
02278;Eparcy;00000;33;02
02279;Epaux-Bézu;00000;578;02
02280;Epieds;00000;421;02
02281;L'Epine-aux-Bois;00000;267;02
02282;Eppes;00000;435;02
02283;Erlon;00000;295;02
02284;Erloy;00000;103;02
02286;Esquéhéries;00000;878;02
02287;Essigny-le-Grand;00000;1075;02
02288;Essigny-le-Petit;00000;355;02
02289;Essises;00000;422;02
02290;Essômes-sur-Marne;00000;2818;02
02291;Estrées;00000;418;02
02292;Etampes-sur-Marne;00000;1333;02
02293;Etaves-et-Bocquiaux;00000;563;02
02294;Etouvelles;00000;215;02
02295;Etréaupont;00000;860;02
02296;Etreillers;00000;1218;02
02297;Etrépilly;00000;123;02
02298;Etreux;00000;1429;02
02299;Evergnicourt;00000;552;02
02302;Faverolles;00000;333;02
02303;Fayet;00000;696;02
02304;La Fère;02800;2973;02
02305;Fère-en-Tardenois;02130;3056;02
02306;La Ferté-Chevresis;00000;519;02
02307;La Ferté-Milon;00000;2219;02
02308;Fesmy-le-Sart;00000;484;02
02309;Festieux;00000;676;02
02310;Fieulaine;00000;255;02
02311;Filain;00000;122;02
02312;La Flamengrie;00000;1110;02
02313;Flavigny-le-Grand-et-Beaurain;00000;449;02
02315;Flavy-le-Martel;00000;1703;02
02316;Fleury;00000;133;02
02317;Fluquières;00000;222;02
02318;Folembray;02670;1399;02
02319;Fonsomme;00000;498;02
02320;Fontaine-lès-Clercs;00000;241;02
02321;Fontaine-lès-Vervins;00000;1090;02
02322;Fontaine-Notre-Dame;00000;389;02
02323;Fontaine-Uterte;00000;137;02
02324;Fontenelle;00000;284;02
02326;Fontenoy;00000;478;02
02327;Foreste;00000;164;02
02328;Fossoy;00000;519;02
02329;Fourdrain;00000;434;02
02330;Francilly-Selency;00000;537;02
02331;Franqueville;00000;113;02
02332;Fresnes-en-Tardenois;00000;269;02
02333;Fresnes-sous-Coucy;00000;164;02
02334;Fresnoy-le-Grand;00000;3028;02
02335;Fressancourt;00000;191;02
02336;Frières-FaillouÃ«l;00000;998;02
02337;Froidestrées;00000;172;02
02338;Froidmont-Cohartille;00000;262;02
02339;Gandelu;00000;699;02
02340;Gauchy;00000;5309;02
02341;Gercy;00000;269;02
02342;Gergny;00000;136;02
02343;Germaine;00000;81;02
02345;Gibercourt;00000;42;02
02346;Gizy;00000;676;02
02347;Gland;00000;450;02
02349;Goudelancourt-lès-Berrieux;00000;56;02
02350;Goudelancourt-lès-Pierrepont;00000;138;02
02351;Goussancourt;00000;119;02
02352;Gouy;00000;570;02
02353;Grandlup-et-Fay;00000;297;02
02354;Grandrieux;00000;82;02
02355;Gricourt;00000;979;02
02356;Grisolles;00000;242;02
02357;Gronard;00000;73;02
02358;Grougis;00000;336;02
02359;Grugies;00000;1321;02
02360;Villeneuve-sur-Aisne;00000;2790;02
02361;Guise;00000;4723;02
02362;Guivry;00000;250;02
02363;Guny;00000;393;02
02364;Guyencourt;00000;263;02
02366;Hannapes;00000;331;02
02367;Happencourt;00000;134;02
02368;Haramont;00000;581;02
02369;Harcigny;00000;244;02
02370;Hargicourt;00000;615;02
02371;Harly;00000;1613;02
02372;Hartennes-et-Taux;00000;357;02
02373;Hary;00000;202;02
02374;Lehaucourt;00000;870;02
02375;Hautevesnes;00000;162;02
02376;Hauteville;00000;179;02
