id_vente;Date mutation;Valeur fonciere;Nature mutation;id_bien
7984;2020-02-10;165500;Vente;7984
7985;2020-02-10;137000;Vente;7985
7986;2020-02-10;138300;Vente;7986
7987;2020-02-10;213400;Vente;7987
7988;2020-02-10;120500;Vente;7988
7989;2020-02-10;85990;Vente;7989
7990;2020-02-10;58000;Vente;7990
7991;2020-02-10;240100;Vente;7991
7992;2020-02-10;211300;Vente;7992
7993;2020-02-10;118000;Vente;7993
7994;2020-02-10;126000;Vente;7994
7995;2020-02-10;275000;Vente;7995
7996;2020-02-10;328000;Vente;7996
7997;2020-02-10;325290;Vente;7997
7998;2020-02-10;132450;Vente;7998
7999;2020-02-10;231000;Vente;7999
8000;2020-02-10;675000;Vente;8000
8001;2020-02-10;508000;Vente;8001
8002;2020-02-10;209000;Vente;8002
8003;2020-02-10;228300;Vente;8003
8004;2020-02-10;145000;Vente;8004
8005;2020-02-10;625400;Vente;8005
8006;2020-02-10;117000;Vente;8006
8007;2020-02-10;440000;Vente;8007
8008;2020-02-10;379910;Vente;8008
8009;2020-02-10;280000;Vente;8009
8010;2020-02-10;283840;Vente;8010
8011;2020-02-10;136240;Vente;8011
8012;2020-02-10;215000;Vente;8012
8013;2020-02-10;181000;Vente;8013
8014;2020-02-10;328000;Vente;8014
8015;2020-02-10;281000;Vente;8015
8016;2020-02-10;235850;Vente;8016
8017;2020-02-10;170000;Vente;8017
8018;2020-02-10;145000;Vente;8018
8019;2020-02-10;121785;Vente;8019
8020;2020-02-10;240000;Vente;8020
8021;2020-02-10;229900;Vente;8021
8022;2020-02-10;123000;Vente;8022
8023;2020-02-10;153000;Vente;8023
8024;2020-02-10;157000;Vente;8024
8025;2020-02-10;228000;Vente;8025
8026;2020-02-10;57000;Vente;8026
8027;2020-02-10;243000;Vente;8027
8028;2020-02-10;387000;Vente;8028
8029;2020-02-10;259000;Vente;8029
8030;2020-02-10;144000;Vente;8030
8031;2020-02-10;257000;Vente;8031
8032;2020-02-10;60714;Vente;8032
8033;2020-02-10;187000;Vente;8033
8034;2020-02-10;140000;Vente;8034
8035;2020-02-10;300000;Vente;8035
8036;2020-02-10;153000;Vente;8036
8037;2020-02-10;140000;Vente;8037
8038;2020-02-10;37000;Vente;8038
8039;2020-02-10;75500;Vente;8039
8040;2020-02-10;200000;Vente;8040
8041;2020-02-10;88000;Vente;8041
8042;2020-02-11;305500;Vente;8042
8043;2020-02-11;212862;Vente;8043
8044;2020-02-11;80000;Vente;8044
8045;2020-02-11;323000;Vente;8045
8046;2020-02-11;302500;Vente;8046
8047;2020-02-11;156000;Vente;8047
8048;2020-02-11;67991;Vente;8048
8049;2020-02-11;33609;Vente;8049
8050;2020-02-11;96300;Vente;8050
8051;2020-02-11;43560;Vente;8051
8052;2020-02-11;244000;Vente;8052
8053;2020-02-11;187440;Vente;8053
8054;2020-02-11;2220000;Vente;8054
8055;2020-02-11;152015;Vente;8055
8056;2020-02-11;420000;Vente;8056
8057;2020-02-11;72000;Vente;8057
8058;2020-02-11;50000;Vente;8058
8059;2020-02-11;343025;Vente;8059
8060;2020-02-11;19000;Vente;8060
8061;2020-02-11;280000;Vente;8061
8062;2020-02-11;317000;Vente;8062
8063;2020-02-11;300200;Vente;8063
8064;2020-02-11;143000;Vente;8064
8065;2020-02-11;55500;Vente;8065
8066;2020-02-11;169000;Vente;8066
8067;2020-02-11;347000;Vente;8067
8068;2020-02-11;107000;Vente;8068
8069;2020-02-11;68001;Vente;8069
8070;2020-02-11;30000;Vente;8070
8071;2020-02-11;180000;Vente;8071
8072;2020-02-11;76800;Vente;8072
8073;2020-02-11;189000;Vente;8073
8074;2020-02-11;137000;Vente;8074
8075;2020-02-11;118000;Vente;8075
8076;2020-02-11;302000;Vente;8076
8077;2020-02-11;30000;Vente;8077
8078;2020-02-11;105000;Vente;8078
8079;2020-02-11;109000;Vente;8079
8080;2020-02-11;178900;Vente;8080
8081;2020-02-11;60000;Vente;8081
8082;2020-02-11;200000;Vente;8082
8083;2020-02-11;248000;Vente;8083
8084;2020-02-11;78000;Vente;8084
8085;2020-02-11;52000;Vente;8085
8086;2020-02-11;53000;Vente;8086
8087;2020-02-11;86500;Vente;8087
8088;2020-02-11;107000;Vente;8088
8089;2020-02-11;132000;Vente;8089
8090;2020-02-11;230000;Vente;8090
8091;2020-02-11;85000;Vente;8091
8092;2020-02-11;290000;Vente;8092
8093;2020-02-11;110900;Vente;8093
8094;2020-02-11;132000;Vente;8094
8095;2020-02-11;235500;Vente;8095
8096;2020-02-11;204300;Vente;8096
8097;2020-02-11;206600;Vente;8097
8098;2020-02-11;129300;Vente;8098
8099;2020-02-11;149500;Vente;8099
8100;2020-02-11;460000;Vente;8100
8101;2020-02-11;195000;Vente;8101
8102;2020-02-11;79500;Vente;8102
8103;2020-02-11;223100;Vente;8103
8104;2020-02-11;49300;Vente;8104
8105;2020-02-11;81600;Vente;8105
8106;2020-02-11;96500;Vente;8106
8107;2020-02-11;89400;Vente;8107
8108;2020-02-11;298000;Vente;8108
8109;2020-02-11;62990;Vente;8109
8110;2020-02-11;94000;Vente;8110
8111;2020-02-11;328500;Vente;8111
8112;2020-02-11;185000;Vente;8112
8113;2020-02-11;151960;Vente;8113
8114;2020-02-11;102000;Vente;8114
8115;2020-02-11;152000;Vente;8115
8116;2020-02-11;371000;Vente;8116
8117;2020-02-11;178200;Vente;8117
8118;2020-02-11;393000;Vente;8118
8119;2020-02-11;285000;Vente;8119
8120;2020-02-11;255000;Vente;8120
8121;2020-02-11;295500;Vente;8121
8122;2020-02-11;106000;Vente;8122
8123;2020-02-11;290000;Vente;8123
8124;2020-02-11;220000;Vente;8124
8125;2020-02-11;110500;Vente;8125
8126;2020-02-11;50000;Vente;8126
8127;2020-02-11;27000;Vente;8127
8128;2020-02-11;139400;Vente;8128
8129;2020-02-11;106500;Vente;8129
8130;2020-02-11;126200;Vente;8130
8131;2020-02-11;96000;Vente;8131
8132;2020-02-11;53000;Vente;8132
8133;2020-02-11;81600;Vente;8133
8134;2020-02-11;200000;Vente;8134
8135;2020-02-11;26100;Vente;8135
8136;2020-02-11;48000;Vente;8136
8137;2020-02-11;660000;Vente;8137
8138;2020-02-11;167100;Vente;8138
8139;2020-02-11;85000;Vente;8139
8140;2020-02-11;106000;Vente;8140
8141;2020-02-11;160500;Vente;8141
8142;2020-02-11;92000;Vente;8142
8143;2020-02-11;78500;Vente;8143
8144;2020-02-11;99000;Vente;8144
8145;2020-02-11;136500;Vente;8145
8146;2020-02-11;219950;Vente;8146
8147;2020-02-11;178000;Vente;8147
8148;2020-02-11;143000;Vente;8148
8149;2020-02-11;117000;Vente;8149
8150;2020-02-11;164700;Vente;8150
8151;2020-02-11;269000;Vente;8151
8152;2020-02-11;207600;Vente;8152
8153;2020-02-11;70470;Vente;8153
8154;2020-02-11;540000;Vente;8154
8155;2020-02-11;1449275;Vente;8155
8156;2020-02-11;156000;Vente;8156
8157;2020-02-11;1920000;Vente;8157
8158;2020-02-11;1280000;Vente;8158
8159;2020-02-11;1333900;Vente;8159
8160;2020-02-11;439000;Vente;8160
8161;2020-02-11;457710;Vente;8161
8162;2020-02-11;985000;Vente;8162
8163;2020-02-11;723000;Vente;8163
8164;2020-02-11;148000;Vente;8164
8165;2020-02-11;416850;Vente;8165
8166;2020-02-11;108000;Vente;8166
8167;2020-02-11;444950;Vente;8167
8168;2020-02-11;602000;Vente;8168
8169;2020-02-11;969700;Vente;8169
8170;2020-02-11;225400;Vente;8170
8171;2020-02-11;303000;Vente;8171
8172;2020-02-11;184710;Vente;8172
8173;2020-02-11;99000;Vente;8173
8174;2020-02-11;103000;Vente;8174
8175;2020-02-11;180570;Vente;8175
8176;2020-02-11;283000;Vente;8176
8177;2020-02-11;150600;Vente;8177
8178;2020-02-11;151900;Vente;8178
8179;2020-02-11;267270;Vente;8179
8180;2020-02-11;317900;Vente;8180
8181;2020-02-11;149000;Vente;8181
8182;2020-02-11;211550;Vente;8182
8183;2020-02-11;150000;Vente;8183
8184;2020-02-11;236600;Vente;8184
8185;2020-02-11;194000;Vente;8185
8186;2020-02-11;173000;Vente;8186
8187;2020-02-11;208850;Vente;8187
8188;2020-02-11;399000;Vente;8188
8189;2020-02-11;219500;Vente;8189
8190;2020-02-11;120000;Vente;8190
8191;2020-02-11;147500;Vente;8191
8192;2020-02-11;165000;Vente;8192
8193;2020-02-11;220000;Vente;8193
8194;2020-02-11;191300;Vente;8194
8195;2020-02-11;223200;Vente;8195
8196;2020-02-11;270000;Vente;8196
8197;2020-02-11;179500;Vente;8197
8198;2020-02-11;217500;Vente;8198
8199;2020-02-11;295000;Vente;8199
8200;2020-02-11;165000;Vente;8200
8201;2020-02-11;190200;Vente;8201
8202;2020-02-11;113000;Vente;8202
8203;2020-02-11;345000;Vente;8203
8204;2020-02-11;375500;Vente;8204
8205;2020-02-11;267500;Vente;8205
8206;2020-02-11;183300;Vente;8206
8207;2020-02-11;71735;Vente;8207
8208;2020-02-11;218100;Vente;8208
8209;2020-02-11;71000;Vente;8209
8210;2020-02-11;173000;Vente;8210
8211;2020-02-11;69475;Vente;8211
8212;2020-02-11;108000;Vente;8212
8213;2020-02-11;205280;Vente;8213
8214;2020-02-11;61800;Vente;8214
8215;2020-02-11;144300;Vente;8215
8216;2020-02-11;44500;Vente;8216
8217;2020-02-11;32233;Vente;8217
8218;2020-02-11;156512;Vente;8218
8219;2020-02-11;41500;Vente;8219
8220;2020-02-11;108000;Vente;8220
8221;2020-02-11;163000;Vente;8221
8222;2020-02-11;100000;Vente;8222
8223;2020-02-11;111000;Vente;8223
8224;2020-02-11;165000;Vente;8224
8225;2020-02-11;74000;Vente;8225
8226;2020-02-11;234000;Vente;8226
8227;2020-02-11;199999;Vente;8227
8228;2020-02-11;190000;Vente;8228
8229;2020-02-11;285000;Vente;8229
8230;2020-02-11;183000;Vente;8230
8231;2020-02-11;245000;Vente;8231
8232;2020-02-11;145000;Vente;8232
8233;2020-02-11;800000;Vente;8233
8234;2020-02-11;396200;Vente;8234
8235;2020-02-11;470000;Vente;8235
8236;2020-02-11;278000;Vente;8236
8237;2020-02-11;385920;Vente;8237
8238;2020-02-11;442000;Vente;8238
8239;2020-02-11;489250;Vente;8239
8240;2020-02-11;290000;Vente;8240
8241;2020-02-11;120000;Vente;8241
8242;2020-02-11;169000;Vente;8242
8243;2020-02-11;425000;Vente;8243
8244;2020-02-11;180950;Vente;8244
8245;2020-02-11;302300;Vente;8245
8246;2020-02-11;237600;Vente;8246
8247;2020-02-11;102000;Vente;8247
8248;2020-02-11;290000;Vente;8248
8249;2020-02-11;248700;Vente;8249
8250;2020-02-11;264461;Vente;8250
8251;2020-02-11;164000;Vente;8251
8252;2020-02-11;372500;Vente;8252
8253;2020-02-11;263000;Vente;8253
8254;2020-02-11;270000;Vente;8254
8255;2020-02-11;183750;Vente;8255
8256;2020-02-11;222500;Vente;8256
8257;2020-02-11;113400;Vente;8257
8258;2020-02-11;266666;Vente;8258
8259;2020-02-11;150000;Vente;8259
8260;2020-02-11;431000;Vente;8260
8261;2020-02-11;80300;Vente;8261
8262;2020-02-11;271700;Vente;8262
8263;2020-02-11;387600;Vente;8263
8264;2020-02-11;118500;Vente;8264
8265;2020-02-11;260000;Vente;8265
8266;2020-02-11;237500;Vente;8266
8267;2020-02-11;157000;Vente;8267
8268;2020-02-11;320000;Vente;8268
8269;2020-02-11;304300;Vente;8269
8270;2020-02-11;56730;Vente;8270
8271;2020-02-11;90500;Vente;8271
8272;2020-02-12;167550;Vente;8272
8273;2020-02-12;50000;Vente;8273
8274;2020-02-12;132500;Vente;8274
8275;2020-02-12;292000;Vente;8275
8276;2020-02-12;133000;Vente;8276
8277;2020-02-12;81000;Vente;8277
8278;2020-02-12;201500;Vente;8278
8279;2020-02-12;150500;Vente;8279
8280;2020-02-12;62000;Vente;8280
8281;2020-02-12;0;Vente;8281
8282;2020-02-12;230000;Vente;8282
8283;2020-02-12;189150;Vente;8283
8284;2020-02-12;169000;Vente;8284
8285;2020-02-12;132500;Vente;8285
8286;2020-02-12;150310;Vente;8286
8287;2020-02-12;76700;Vente;8287
8288;2020-02-12;60550;Vente;8288
8289;2020-02-12;133000;Vente;8289
8290;2020-02-12;135500;Vente;8290
8291;2020-02-12;1076000;Vente;8291
8292;2020-02-12;262580;Vente;8292
8293;2020-02-12;92000;Vente;8293
8294;2020-02-12;77000;Vente;8294
8295;2020-02-12;285000;Vente;8295
8296;2020-02-12;55000;Vente;8296
8297;2020-02-12;89000;Vente;8297
8298;2020-02-12;50000;Vente;8298
8299;2020-02-12;46000;Vente;8299
8300;2020-02-12;55900;Vente;8300
8301;2020-02-12;62900;Vente;8301
8302;2020-02-12;18000;Vente;8302
8303;2020-02-12;129000;Vente;8303
8304;2020-02-12;55000;Vente;8304
8305;2020-02-12;275000;Vente;8305
8306;2020-02-12;110000;Vente;8306
8307;2020-02-12;58200;Vente;8307
8308;2020-02-12;48000;Vente;8308
8309;2020-02-12;180000;Vente;8309
8310;2020-02-12;165000;Vente;8310
8311;2020-02-12;63000;Vente;8311
8312;2020-02-12;18000;Vente;8312
8313;2020-02-12;91650;Vente;8313
8314;2020-02-12;229000;Vente;8314
8315;2020-02-12;152000;Vente;8315
8316;2020-02-12;153000;Vente;8316
8317;2020-02-12;132000;Vente;8317
8318;2020-02-12;71000;Vente;8318
8319;2020-02-12;119000;Vente;8319
8320;2020-02-12;73000;Vente;8320
8321;2020-02-12;158620;Vente;8321
8322;2020-02-12;83000;Vente;8322
8323;2020-02-12;27000;Vente;8323
8324;2020-02-12;51500;Vente;8324
8325;2020-02-12;196800;Vente;8325
8326;2020-02-12;158000;Vente;8326
8327;2020-02-12;188000;Vente;8327
8328;2020-02-12;241000;Vente;8328
8329;2020-02-12;171500;Vente;8329
8330;2020-02-12;295530;Vente;8330
8331;2020-02-12;146850;Vente;8331
8332;2020-02-12;150000;Vente;8332
8333;2020-02-12;235000;Vente;8333
8334;2020-02-12;58018;Vente;8334
8335;2020-02-12;48500;Vente;8335
8336;2020-02-12;112600;Vente;8336
8337;2020-02-12;110000;Vente;8337
8338;2020-02-12;136580;Vente;8338
8339;2020-02-12;331000;Vente;8339
8340;2020-02-12;404900;Vente;8340
8341;2020-02-12;188000;Vente;8341
8342;2020-02-12;184250;Vente;8342
8343;2020-02-12;85000;Vente;8343
8344;2020-02-12;264000;Vente;8344
8345;2020-02-12;77050;Vente;8345
8346;2020-02-12;198648;Vente;8346
8347;2020-02-12;173000;Vente;8347
8348;2020-02-12;267140;Vente;8348
8349;2020-02-12;47500;Vente;8349
8350;2020-02-12;147000;Vente;8350
8351;2020-02-12;121000;Vente;8351
8352;2020-02-12;151668;Vente;8352
8353;2020-02-12;123800;Vente;8353
8354;2020-02-12;99800;Vente;8354
8355;2020-02-12;255000;Vente;8355
8356;2020-02-12;104500;Vente;8356
8357;2020-02-12;195500;Vente;8357
8358;2020-02-12;230000;Vente;8358
8359;2020-02-12;160000;Vente;8359
8360;2020-02-12;133300;Vente;8360
8361;2020-02-12;114000;Vente;8361
8362;2020-02-12;75000;Vente;8362
8363;2020-02-12;45000;Vente;8363
8364;2020-02-12;115000;Vente;8364
8365;2020-02-12;91500;Vente;8365
8366;2020-02-12;521750;Vente;8366
8367;2020-02-12;126400;Vente;8367
8368;2020-02-12;107300;Vente;8368
8369;2020-02-12;121500;Vente;8369
8370;2020-02-12;81000;Vente;8370
8371;2020-02-12;96000;Vente;8371
8372;2020-02-12;200500;Vente;8372
8373;2020-02-12;178600;Vente;8373
8374;2020-02-12;46000;Vente;8374
8375;2020-02-12;70500;Vente;8375
8376;2020-02-12;66740;Vente;8376
8377;2020-02-12;62000;Vente;8377
8378;2020-02-12;110850;Vente;8378
8379;2020-02-12;587500;Vente;8379
8380;2020-02-12;121000;Vente;8380
8381;2020-02-12;95000;Vente;8381
8382;2020-02-12;77900;Vente;8382
8383;2020-02-12;108000;Vente;8383
8384;2020-02-12;75050;Vente;8384
8385;2020-02-12;168000;Vente;8385
8386;2020-02-12;106000;Vente;8386
8387;2020-02-12;37000;Vente;8387
8388;2020-02-12;55000;Vente;8388
8389;2020-02-12;185000;Vente;8389
8390;2020-02-12;112800;Vente;8390
8391;2020-02-12;418970;Vente;8391
8392;2020-02-12;178000;Vente;8392
8393;2020-02-12;100000;Vente;8393
8394;2020-02-12;59000;Vente;8394
8395;2020-02-12;125000;Vente;8395
8396;2020-02-12;267810;Vente;8396
8397;2020-02-12;347000;Vente;8397
8398;2020-02-12;294500;Vente;8398
8399;2020-02-12;177500;Vente;8399
8400;2020-02-12;275000;Vente;8400
8401;2020-02-12;1066000;Vente;8401
8402;2020-02-12;262300;Vente;8402
8403;2020-02-12;545000;Vente;8403
8404;2020-02-12;430000;Vente;8404
8405;2020-02-12;260000;Vente;8405
8406;2020-02-12;2302000;Vente;8406
8407;2020-02-12;457600;Vente;8407
8408;2020-02-12;217750;Vente;8408
8409;2020-02-12;135238;Vente;8409
8410;2020-02-12;711550;Vente;8410
8411;2020-02-12;280944;Vente;8411
8412;2020-02-12;204000;Vente;8412
8413;2020-02-12;863400;Vente;8413
8414;2020-02-12;651500;Vente;8414
8415;2020-02-12;309000;Vente;8415
8416;2020-02-12;308200;Vente;8416
8417;2020-02-12;268000;Vente;8417
8418;2020-02-12;179000;Vente;8418
8419;2020-02-12;362540;Vente;8419
8420;2020-02-12;135000;Vente;8420
8421;2020-02-12;921500;Vente;8421
8422;2020-02-12;475000;Vente;8422
8423;2020-02-12;100000;Vente;8423
8424;2020-02-12;460000;Vente;8424
8425;2020-02-12;484000;Vente;8425
8426;2020-02-12;477536;Vente;8426
8427;2020-02-12;724923;Vente;8427
8428;2020-02-12;1660000;Vente;8428
8429;2020-02-12;1095000;Vente;8429
8430;2020-02-12;878250;Vente;8430
8431;2020-02-12;1266100;Vente;8431
8432;2020-02-12;310200;Vente;8432
8433;2020-02-12;2355000;Vente;8433
8434;2020-02-12;200000;Vente;8434
8435;2020-02-12;864000;Vente;8435
8436;2020-02-12;564000;Vente;8436
8437;2020-02-12;200010;Vente;8437
8438;2020-02-12;307085;Vente;8438
8439;2020-02-12;316500;Vente;8439
8440;2020-02-12;85000;Vente;8440
8441;2020-02-12;189000;Vente;8441
8442;2020-02-12;225900;Vente;8442
8443;2020-02-12;370000;Vente;8443
8444;2020-02-12;110000;Vente;8444
8445;2020-02-12;127500;Vente;8445
8446;2020-02-12;147500;Vente;8446
8447;2020-02-12;460590;Vente;8447
8448;2020-02-12;406600;Vente;8448
8449;2020-02-12;549405;Vente;8449
8450;2020-02-12;162000;Vente;8450
8451;2020-02-12;613000;Vente;8451
8452;2020-02-12;333000;Vente;8452
8453;2020-02-12;232450;Vente;8453
8454;2020-02-12;790000;Vente;8454
8455;2020-02-12;143000;Vente;8455
8456;2020-02-12;203000;Vente;8456
8457;2020-02-12;185000;Vente;8457
8458;2020-02-12;374611;Vente;8458
8459;2020-02-12;377910;Vente;8459
8460;2020-02-12;225545;Vente;8460
8461;2020-02-12;171000;Vente;8461
8462;2020-02-12;43000;Vente;8462
8463;2020-02-12;76000;Vente;8463
8464;2020-02-12;180000;Vente;8464
8465;2020-02-12;139000;Vente;8465
8466;2020-02-12;140000;Vente;8466
8467;2020-02-12;215250;Vente;8467
8468;2020-02-12;280000;Vente;8468
8469;2020-02-12;113000;Vente;8469
8470;2020-02-12;49000;Vente;8470
8471;2020-02-12;126000;Vente;8471
8472;2020-02-12;148800;Vente;8472
8473;2020-02-12;76500;Vente;8473
8474;2020-02-12;140500;Vente;8474
8475;2020-02-12;74000;Vente;8475
8476;2020-02-12;77000;Vente;8476
8477;2020-02-12;105450;Vente;8477
8478;2020-02-12;39600;Vente;8478
8479;2020-02-12;582750;Vente;8479
8480;2020-02-12;175000;Vente;8480
8481;2020-02-12;135000;Vente;8481
8482;2020-02-12;105980;Vente;8482
8483;2020-02-12;268400;Vente;8483
8484;2020-02-12;125000;Vente;8484
8485;2020-02-12;285000;Vente;8485
8486;2020-02-12;168000;Vente;8486
8487;2020-02-12;205000;Vente;8487
8488;2020-02-12;65000;Vente;8488
8489;2020-02-12;141000;Vente;8489
8490;2020-02-12;425000;Vente;8490
8491;2020-02-12;840910;Vente;8491
8492;2020-02-12;185000;Vente;8492
8493;2020-02-12;430000;Vente;8493
8494;2020-02-12;375300;Vente;8494
8495;2020-02-12;868850;Vente;8495
8496;2020-02-12;471000;Vente;8496
8497;2020-02-12;732150;Vente;8497
8498;2020-02-12;988200;Vente;8498
8499;2020-02-12;350800;Vente;8499
8500;2020-02-12;315000;Vente;8500
8501;2020-02-12;284300;Vente;8501
8502;2020-02-12;288000;Vente;8502
8503;2020-02-12;100000;Vente;8503
8504;2020-02-12;113800;Vente;8504
8505;2020-02-12;157600;Vente;8505
8506;2020-02-12;90000;Vente;8506
8507;2020-02-12;173500;Vente;8507
8508;2020-02-12;200000;Vente;8508
8509;2020-02-12;385000;Vente;8509
8510;2020-02-12;129000;Vente;8510
8511;2020-02-12;167000;Vente;8511
8512;2020-02-12;328950;Vente;8512
8513;2020-02-12;194000;Vente;8513
8514;2020-02-12;178000;Vente;8514
8515;2020-02-12;174000;Vente;8515
8516;2020-02-12;353000;Vente;8516
8517;2020-02-12;646700;Vente;8517
8518;2020-02-12;298000;Vente;8518
8519;2020-02-12;182000;Vente;8519
8520;2020-02-12;164400;Vente;8520
8521;2020-02-12;180000;Vente;8521
8522;2020-02-12;204040;Vente;8522
8523;2020-02-12;61500;Vente;8523
8524;2020-02-12;127000;Vente;8524
8525;2020-02-12;113900;Vente;8525
8526;2020-02-12;185000;Vente;8526
8527;2020-02-12;45000;Vente;8527
8528;2020-02-13;55000;Vente;8528
8529;2020-02-13;125000;Vente;8529
8530;2020-02-13;59000;Vente;8530
8531;2020-02-13;52800;Vente;8531
8532;2020-02-13;90000;Vente;8532
8533;2020-02-13;76600;Vente;8533
8534;2020-02-13;130000;Vente;8534
8535;2020-02-13;835000;Vente;8535
8536;2020-02-13;225000;Vente;8536
8537;2020-02-13;345000;Vente;8537
8538;2020-02-13;580250;Vente;8538
8539;2020-02-13;155000;Vente;8539
8540;2020-02-13;156500;Vente;8540
8541;2020-02-13;61000;Vente;8541
8542;2020-02-13;75000;Vente;8542
8543;2020-02-13;250000;Vente;8543
8544;2020-02-13;137000;Vente;8544
8545;2020-02-13;309800;Vente;8545
8546;2020-02-13;397400;Vente;8546
8547;2020-02-13;291550;Vente;8547
8548;2020-02-13;103000;Vente;8548
8549;2020-02-13;217000;Vente;8549
8550;2020-02-13;190000;Vente;8550
8551;2020-02-13;417500;Vente;8551
8552;2020-02-13;77000;Vente;8552
8553;2020-02-13;188470;Vente;8553
8554;2020-02-13;126000;Vente;8554
8555;2020-02-13;45000;Vente;8555
8556;2020-02-13;50000;Vente;8556
8557;2020-02-13;149000;Vente;8557
8558;2020-02-13;117400;Vente;8558
8559;2020-02-13;59500;Vente;8559
8560;2020-02-13;128000;Vente;8560
8561;2020-02-13;154000;Vente;8561
8562;2020-02-13;150000;Vente;8562
8563;2020-02-13;316000;Vente;8563
8564;2020-02-13;205000;Vente;8564
8565;2020-02-13;150000;Vente;8565
8566;2020-02-13;196000;Vente;8566
8567;2020-02-13;90000;Vente;8567
8568;2020-02-13;265000;Vente;8568
8569;2020-02-13;196700;Vente;8569
8570;2020-02-13;238095;Vente;8570
8571;2020-02-13;419000;Vente;8571
8572;2020-02-13;110500;Vente;8572
8573;2020-02-13;74000;Vente;8573
8574;2020-02-13;122000;Vente;8574
8575;2020-02-13;99659;Vente;8575
8576;2020-02-13;159750;Vente;8576
8577;2020-02-13;124500;Vente;8577
8578;2020-02-13;80000;Vente;8578
8579;2020-02-13;171000;Vente;8579
8580;2020-02-13;198000;Vente;8580
8581;2020-02-13;67000;Vente;8581
8582;2020-02-13;78000;Vente;8582
8583;2020-02-13;103700;Vente;8583
8584;2020-02-13;93700;Vente;8584
8585;2020-02-13;118900;Vente;8585
8586;2020-02-13;166000;Vente;8586
8587;2020-02-13;368800;Vente;8587
8588;2020-02-13;147091;Vente;8588
8589;2020-02-13;149720;Vente;8589
8590;2020-02-13;30400;Vente;8590
8591;2020-02-13;205000;Vente;8591
8592;2020-02-13;338430;Vente;8592
8593;2020-02-13;280043;Vente;8593
8594;2020-02-13;342800;Vente;8594
8595;2020-02-13;202048;Vente;8595
8596;2020-02-13;151000;Vente;8596
8597;2020-02-13;322500;Vente;8597
8598;2020-02-13;136000;Vente;8598
8599;2020-02-13;145000;Vente;8599
8600;2020-02-13;318500;Vente;8600
8601;2020-02-13;150000;Vente;8601
8602;2020-02-13;129684;Vente;8602
8603;2020-02-13;142955;Vente;8603
8604;2020-02-13;155900;Vente;8604
8605;2020-02-13;137000;Vente;8605
8606;2020-02-13;80000;Vente;8606
8607;2020-02-13;297000;Vente;8607
8608;2020-02-13;119350;Vente;8608
8609;2020-02-13;205350;Vente;8609
8610;2020-02-13;116500;Vente;8610
8611;2020-02-13;174010;Vente;8611
8612;2020-02-13;267200;Vente;8612
8613;2020-02-13;297650;Vente;8613
8614;2020-02-13;113990;Vente;8614
8615;2020-02-13;146000;Vente;8615
8616;2020-02-13;86000;Vente;8616
8617;2020-02-13;217850;Vente;8617
8618;2020-02-13;187863;Vente;8618
8619;2020-02-13;136000;Vente;8619
8620;2020-02-13;30500;Vente;8620
8621;2020-02-13;217300;Vente;8621
8622;2020-02-13;104000;Vente;8622
8623;2020-02-13;79000;Vente;8623
8624;2020-02-13;162000;Vente;8624
8625;2020-02-13;126500;Vente;8625
8626;2020-02-13;38300;Vente;8626
8627;2020-02-13;60000;Vente;8627
8628;2020-02-13;85000;Vente;8628
8629;2020-02-13;150000;Vente;8629
8630;2020-02-13;33000;Vente;8630
8631;2020-02-13;115040;Vente;8631
8632;2020-02-13;106000;Vente;8632
8633;2020-02-13;134375;Vente;8633
8634;2020-02-13;79800;Vente;8634
8635;2020-02-13;166850;Vente;8635
8636;2020-02-13;162119;Vente;8636
8637;2020-02-13;49500;Vente;8637
8638;2020-02-13;71000;Vente;8638
8639;2020-02-13;237000;Vente;8639
8640;2020-02-13;88000;Vente;8640
8641;2020-02-13;57500;Vente;8641
8642;2020-02-13;157000;Vente;8642
8643;2020-02-13;143000;Vente;8643
8644;2020-02-13;92650;Vente;8644
8645;2020-02-13;118300;Vente;8645
8646;2020-02-13;32900;Vente;8646
8647;2020-02-13;130000;Vente;8647
8648;2020-02-13;369500;Vente;8648
8649;2020-02-13;41600;Vente;8649
8650;2020-02-13;139650;Vente;8650
8651;2020-02-13;60500;Vente;8651
8652;2020-02-13;72000;Vente;8652
8653;2020-02-13;105220;Vente;8653
8654;2020-02-13;553000;Vente;8654
8655;2020-02-13;47000;Vente;8655
8656;2020-02-13;129000;Vente;8656
8657;2020-02-13;72000;Vente;8657
8658;2020-02-13;107000;Vente;8658
8659;2020-02-13;252000;Vente;8659
8660;2020-02-13;441050;Vente;8660
8661;2020-02-13;340000;Vente;8661
8662;2020-02-13;80000;Vente;8662
8663;2020-02-13;227800;Vente;8663
8664;2020-02-13;67900;Vente;8664
8665;2020-02-13;965159;Vente;8665
8666;2020-02-13;138000;Vente;8666
8667;2020-02-13;295000;Vente;8667
8668;2020-02-13;82000;Vente;8668
8669;2020-02-13;24900;Vente;8669
8670;2020-02-13;65900;Vente;8670
8671;2020-02-13;150000;Vente;8671
8672;2020-02-13;65000;Vente;8672
8673;2020-02-13;67600;Vente;8673
8674;2020-02-13;140000;Vente;8674
8675;2020-02-13;2333000;Vente;8675
8676;2020-02-13;349000;Vente;8676
8677;2020-02-13;167000;Vente;8677
8678;2020-02-13;930000;Vente;8678
8679;2020-02-13;655250;Vente;8679
8680;2020-02-13;425000;Vente;8680
